sample_id,video_uid,video_category,scenario,task,dialogue,question,options,correct_answer,source
944cee5f-de64-492a-829c-8c99f6de24ec_22,944cee5f-de64-492a-829c-8c99f6de24ec,Cycling / jogging,contradictory,EgoPlan-Bench2,"[{""speaker"": ""Other"", ""text"": ""Hey, are you getting that electric scooter ready for the ride?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yeah, I'm just making sure the charging port is clean. I've been plugging and unplugging the connector to clear any grit or dust that might be inside.""}, {""speaker"": ""Other"", ""text"": ""Did you manage to get the cable seated properly? I saw you struggling with it.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yes, it's firmly in now. I'm finished with the electrical part. I'm going to head back to the table to grab a screwdriver and tighten the kickstand next.""}, {""speaker"": ""Other"", ""text"": ""Good idea, it looked a bit loose when you were walking around earlier.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to charge an electric scooter?","{""A"": ""Tighten the kickstand"", ""B"": ""Turn on scooter"", ""C"": ""Grab a screwdriver"", ""D"": ""Replace the charging cable""}",B,round1
6337e5bc-f765-41cf-b5b0-9d1d2cf201b1_21,6337e5bc-f765-41cf-b5b0-9d1d2cf201b1,"jobs related to construction/renovation company
(Director of work, tiler, plumber, Electrician, Handyman, etc)",contradictory,EgoPlan-Bench2,"[{""speaker"": ""Other"", ""text"": ""How is the preparation for the wall repair going? Is the adhesive ready?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yes, I've finished mixing the liquid glue in this tray using a large spatula. It's ready to go.""}, {""speaker"": ""Other"", ""text"": ""Are you going to start applying it to the cracks now that you've set the tray down?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Not yet. I need to stand back up and find a sponge to clean the surface before I do anything else.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to apply putty on the wall?","{""A"": ""clean the surface with a sponge"", ""B"": ""remove excess putty from wall"", ""C"": ""stand back up to check the bench"", ""D"": ""mix liquid glue in the tray""}",B,round1
878eb363-aed8-4136-8fee-2cc5208d979b_3,34250d8a-e771-468f-8b54-17f14d0cc53b,Cleaning / laundry; Household cleaners; Walking on street,multimodal_grounded,QaEgo4D,"[{""speaker"": ""Other"", ""text"": ""Whoa, be careful with that. It looks pretty advanced.""}, {""speaker"": ""Camera Wearer"", ""text"": ""I know, I'm just testing out the photo feature. It's not actually mine.""}, {""speaker"": ""Other"", ""text"": ""Oh, really? Whose is it then?""}, {""speaker"": ""Camera Wearer"", ""text"": ""It belongs to my brother, Mark. He just got it and won't stop talking about it.""}]","According to the dialogue, what object does Mark own?","{""A"": ""smartphone"", ""B"": ""camera"", ""C"": ""selfie stick"", ""D"": ""card""}",A,round1
95329cca-d2a3-4d9b-b069-bc721219e10a_23,95329cca-d2a3-4d9b-b069-bc721219e10a,"jobs related to construction/renovation company
(Director of work, tiler, plumber, Electrician, Handyman, etc)",multimodal_grounded,EgoPlan-Bench2,"[{""speaker"": ""Camera Wearer"", ""text"": ""I've finished cleaning the oil off these bolts.""}, {""speaker"": ""Other"", ""text"": ""Great. Keep that microfiber cloth nearby; you'll need it to wipe the gasket surface later.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Understood. Should I just set it down for now?""}, {""speaker"": ""Other"", ""text"": ""Yes, but make sure you spread it out flat on a clear surface so it doesn't pick up any dirt.""}, {""speaker"": ""Camera Wearer"", ""text"": ""I'll find a good spot for it then.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to fix a car?","{""A"": ""wipe your hands with the microfiber cloth spread flat"", ""B"": ""spread the microfiber cloth flat on the table"", ""C"": ""bunch the microfiber cloth into a ball on the table"", ""D"": ""spread the microfiber cloth flat on the dirty floor""}",B,round1
2c90179a-4673-4d78-bbae-e99dc83f8b0f_2,67b78a5b-ab72-4483-95c4-33e837013e93,Bike; Cleaning / laundry; Cycling / jogging,contradictory,QaEgo4D,"[{""speaker"": ""Camera Wearer"", ""text"": ""I saw you grab something from that blue box near the kitchen corridor. Was it important?""}, {""speaker"": ""Other"", ""text"": ""Yeah, the document was inside the blue box, and I needed it for the meeting. I picked it up quickly and headed back toward the kitchen.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Good thing you didn’t drop it on the floor again like last time.""}, {""speaker"": ""Other"", ""text"": ""Haha, no, I was careful—didn’t even bend down until I got to the clean part of the floor.""}]",What color was the box from which the person actually picked up the paper?,"{""A"": ""Red box"", ""B"": ""Brown box"", ""C"": ""Blue box"", ""D"": ""Green box""}",B,original
7d611b42-2d94-47fe-864c-4909a46c6238_4,8ff25fe1-3a42-4449-bd91-b3ac2adf9143,Talking with family members; Walking the dog / pet,multimodal_grounded,QaEgo4D,"[{""speaker"": ""Camera Wearer"", ""text"": ""Ugh, I can't get this thing open.""}, {""speaker"": ""Other"", ""text"": ""What are you trying to do with it?""}, {""speaker"": ""Camera Wearer"", ""text"": ""I need to change the batteries. It just died completely.""}, {""speaker"": ""Other"", ""text"": ""Is there a little latch or something? Sometimes you need to press and slide at the same time.""}, {""speaker"": ""Camera Wearer"", ""text"": ""I've tried everything. It's really stuck on there.""}]",What is the device that the speaker says needs new batteries?,"{""A"": ""A remote control"", ""B"": ""A cell phone"", ""C"": ""A portable game console"", ""D"": ""A digital camera""}",A,round1
af822075-6c4d-4ba1-8e2e-90c6ac822bc8_9,652f0590-aab5-4de1-b578-238adb54fa0e,"BasketBall; Car - commuting, road trip; Going to the gym - exercise machine, class, weights",multimodal_grounded,QaEgo4D,"[{""speaker"": ""Camera Wearer"", ""text"": ""Hey, did you see this announcement? I almost missed it.""}, {""speaker"": ""Other"", ""text"": ""Oh yeah, they just put that up this morning. Are you planning on going to the briefing?""}, {""speaker"": ""Camera Wearer"", ""text"": ""I might. When is it again? I can't quite read the text on that notice from this angle.""}, {""speaker"": ""Other"", ""text"": ""It's scheduled for next Tuesday. They're making it mandatory for our department, so we don't have a choice.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Ah, okay. Good to know. Thanks for the heads up.""}]","Where is the announcement for the mandatory briefing, scheduled for next Tuesday, located?","{""A"": ""on the right side of the wall"", ""B"": ""on the ceiling"", ""C"": ""on the floor"", ""D"": ""on the left side of the wall""}",A,round2
c847fafa-725f-4e25-843e-84e4cca97ce0_36,c847fafa-725f-4e25-843e-84e4cca97ce0,Farmer,multimodal_grounded,EgoPlan-Bench2,"[{""speaker"": ""Camera Wearer"", ""text"": ""I have the sprouts gathered and ready to be moved from this container.""}, {""speaker"": ""Other"", ""text"": ""Good. For the next step, make sure you use the plastic seedling tray instead of the ceramic one.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Should I just set them on the wooden workbench first to organize them?""}, {""speaker"": ""Other"", ""text"": ""No, don't put them on the workbench. It's too dry. Put them directly into the plastic seedling tray to keep the roots moist.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Got it, I'll use the plastic seedling tray immediately.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to prepare plants for planting?","{""A"": ""drop plants into the plastic seedling tray"", ""B"": ""pick plants into the plastic seedling tray"", ""C"": ""drop plants into the ceramic tray"", ""D"": ""drop plants onto the workbench""}",A,original
275ea957-7404-4e86-ae6c-e3e1cb988b37_17,275ea957-7404-4e86-ae6c-e3e1cb988b37,Eating at a restaurant; Talking to colleagues,multimodal_grounded,EgoPlan-Bench2,"[{""speaker"": ""Other"", ""text"": ""I see you finally got through the checkout line and washed your hands. Did you get everything you wanted?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yeah, tapping my card took a second, but my food tray is all loaded up and my hands are clean. Now I just need to sit down on a chair so I can actually eat my lunch!""}, {""speaker"": ""Other"", ""text"": ""There's an empty seat right over by the window. You've got quite a bit on your plate, what are you going to start with?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Honestly, I want to finish that very first thing I grabbed before I even touch my meal. I absolutely love it, so I'm going to polish it off right away!""}]",What sequence of actions will the camera wearer most likely take next?,"{""A"": ""Sit down on a chair and start eating the food from the plate."", ""B"": ""Sit down on a chair and drink his beverage."", ""C"": ""Go back to the counter to pick up a drink, then sit down."", ""D"": ""Put the food tray on a table and wipe his hands with a tissue.""}",B,manual
150e7a23-e38a-4178-a8b2-5e9669cef90a_4,624f1d5c-21da-4bd6-9faa-8b512d5d999c,Making coffee,contradictory,QaEgo4D,"[{""speaker"": ""Camera Wearer"", ""text"": ""'I remember seeing the tumbler you were looking for — it was definitely under the bed, right where you left it.'""}, {""speaker"": ""Other"", ""text"": ""'Are you sure? I thought I left it on the table earlier.'""}, {""speaker"": ""Camera Wearer"", ""text"": ""'No, no, I just checked when I walked around. It's under the bed. I wouldn’t confuse that with anything else.'""}]",Where is the tumbler actually located in the video?,"{""A"": ""in the cupboard"", ""B"": ""under the bed"", ""C"": ""on the bookshelf"", ""D"": ""on the table""}",D,round1
16a54f9d-6729-442a-8d39-3e7db4215f57_12,16a54f9d-6729-442a-8d39-3e7db4215f57,Climbing,multimodal_grounded,EgoPlan-Bench2,"[{""speaker"": ""Camera Wearer"", ""text"": ""The rope is all set. How should I prepare my feet for the climbing shoes?""}, {""speaker"": ""Other"", ""text"": ""You need to make room for them first. Start by using your fingers to loosen the laces through every eyelet of your current footwear.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Can I just pull the tongue up and slide my foot out to save time?""}, {""speaker"": ""Other"", ""text"": ""No, avoid pulling the tongue alone. You must loosen the laces manually so the transition happens smoothly without catching on the heel.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to prepare the rope and shoe for climbing?","{""A"": ""remove shoe by loosening the laces through every eyelet"", ""B"": ""put on shoe by loosening the laces through every eyelet"", ""C"": ""remove shoe by pulling the tongue without loosening the eyelets"", ""D"": ""shake shoe to loosen the laces instead of using fingers""}",A,round1
cfac3358-8f12-4f02-9899-f130e449e2c6_2,cfac3358-8f12-4f02-9899-f130e449e2c6,Walking on street,contradictory,EgoPlan-Bench2,"[{""speaker"": ""Other"", ""text"": ""Have you reached the elevator yet? You need to take it to get down to the filling station.""}, {""speaker"": ""Camera Wearer"", ""text"": ""I'm still walking along the side of the house. I think I missed the turn for the elevator.""}, {""speaker"": ""Other"", ""text"": ""The map says it should be right there on the right side of the building.""}, {""speaker"": ""Camera Wearer"", ""text"": ""I see a door here, but it looks like a maintenance closet or a storage locker. I'm going to keep walking past it to find the main stairs.""}, {""speaker"": ""Other"", ""text"": ""If that's just a closet, then the stairs are probably your best bet to reach the station.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to go to the filling station?","{""A"": ""walk along house"", ""B"": ""enter elevator"", ""C"": ""search for the main stairs"", ""D"": ""unlock the storage door""}",B,round1
af822075-6c4d-4ba1-8e2e-90c6ac822bc8_11,652f0590-aab5-4de1-b578-238adb54fa0e,"BasketBall; Car - commuting, road trip; Going to the gym - exercise machine, class, weights",contradictory,QaEgo4D,"[{""speaker"": ""Camera Wearer"", ""text"": ""Did you see that? The guy in the blue jacket walked by first, right?\\nSpeaker 2: Yeah, definitely. And then the other two came together — the one with the red hat and the woman in the yellow dress.\\nSpeaker 1: Wait, wasn't it just two men? I didn't see any woman.\\nSpeaker 2: No, no — there was a woman. She walked around at the same time as the guy with the red hat. Totally remember the yellow dress.\\nSpeaker 1: Hmm, maybe I missed her. But I’m sure the word on the road said 'go'.\\nSpeaker 2: No way — it clearly said 'stop'. They wouldn’t write 'go' on the road, that doesn’t make sense.""}]",What word was written on the road?,"{""A"": ""go"", ""B"": ""slow"", ""C"": ""left"", ""D"": ""stop""}",D,round1
ea26e6c4-a144-43a4-8549-07f7b8030454_44,ea26e6c4-a144-43a4-8549-07f7b8030454,Cooking,contradictory,EgoPlan-Bench2,"[{""speaker"": ""Other"", ""text"": ""How is the kitchen cleaning coming along? Did you get to the stove yet?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yeah, I just finished scrubbing the gas cooker with a heavy-duty sponge. It's looking much better.""}, {""speaker"": ""Other"", ""text"": ""And that large pot you're washing in the sink right now?""}, {""speaker"": ""Camera Wearer"", ""text"": ""This soup pot is the last thing. Once I'm done rinsing it, I'll put it away in the lower cabinet.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to clean kitchen?","{""A"": ""drop frypan on gas cooker"", ""B"": ""put soup pot in the lower cabinet"", ""C"": ""rinse the heavy-duty sponge"", ""D"": ""wipe the sink with a towel""}",A,round1
